trade_id,trade_date,settlement_date,settlement_cycle_days,counterparty_id,counterparty_name,counterparty_region,instrument_id,instrument_type,instrument_liquidity_score,currency,is_cross_border,is_cross_currency,trade_value_usd,ssi_mismatch_flag,counterparty_historical_fail_rate,settlement_failed
TRD0000169,2026-05-25,2026-05-28,3,CPTY0064,Baxter Inc,ZA,ISIN000062,ETF,0.835,JPY,1,1,80474.17,0,0.157,0
TRD0000170,2025-06-10,2025-06-11,1,CPTY0092,"Garcia, Humphrey and Baker",AU,ISIN000241,Money Market,0.797,CHF,1,1,78530.01,0,0.114,0
TRD0000171,2025-10-20,2025-10-23,3,CPTY0100,Figueroa PLC,JP,ISIN000149,Corporate Bond,0.72,ZAR,1,1,13600.67,0,0.156,0
TRD0000172,2026-03-27,2026-03-28,1,CPTY0117,Rasmussen LLC,EU,ISIN000279,ADR,0.64,ZAR,1,1,89649.0,0,0.309,0
TRD0000173,2026-01-11,2026-01-12,1,CPTY0007,"Henderson, Ramirez and Lewis",IN,ISIN000199,Equity,0.451,AUD,1,1,30509.11,0,0.084,0
TRD0000174,2026-05-25,2026-05-27,2,CPTY0008,Garcia-James,UK,ISIN000057,Equity,0.592,SGD,1,1,38483.57,0,0.045,0
TRD0000175,2025-07-29,2025-08-01,3,CPTY0014,Williams and Sons,JP,ISIN000223,Government Bond,0.727,AUD,1,1,150510.2,0,0.217,0
TRD0000176,2025-05-29,2025-05-30,1,CPTY0107,Dickson-Brady,BR,ISIN000294,Equity,0.842,BRL,1,1,681711.01,0,0.147,0
TRD0000177,2026-04-08,2026-04-11,3,CPTY0027,"Hoffman, Baker and Richards",US,ISIN000256,Money Market,0.693,AUD,0,1,86452.2,1,0.169,1
TRD0000178,2026-06-06,2026-06-07,1,CPTY0098,Williams-Cook,SG,ISIN000161,ETF,0.642,SGD,1,1,127412.21,0,0.128,0
TRD0000179,2025-08-31,2025-09-02,2,CPTY0073,"Stanley, Tucker and Lee",EU,ISIN000071,ADR,0.725,EUR,1,1,27802.27,0,0.126,0
TRD0000180,2025-06-13,2025-06-15,2,CPTY0067,Novak and Sons,AU,ISIN000008,Equity,0.539,AUD,1,1,26944.28,0,0.205,0
TRD0000181,2026-05-29,2026-06-01,3,CPTY0105,Nolan and Sons,BR,ISIN000113,Money Market,0.795,INR,1,1,1572122.85,0,0.112,0
TRD0000182,2024-11-02,2024-11-05,3,CPTY0085,Smith PLC,US,ISIN000172,ETF,0.753,GBP,0,1,33817.82,0,0.094,0
TRD0000183,2026-01-30,2026-02-01,2,CPTY0059,Gomez-Jenkins,UK,ISIN000031,Government Bond,0.783,GBP,1,1,49299.45,0,0.039,0
TRD0000184,2026-05-02,2026-05-05,3,CPTY0036,Smith-Bowen,UK,ISIN000155,ADR,0.649,BRL,1,1,68124.99,0,0.154,1
TRD0000185,2025-07-05,2025-07-08,3,CPTY0007,"Henderson, Ramirez and Lewis",IN,ISIN000144,Corporate Bond,0.844,CHF,1,1,52771.13,0,0.126,0
TRD0000186,2025-06-16,2025-06-18,2,CPTY0090,"Turner, Riggs and Roman",JP,ISIN000284,Government Bond,0.759,BRL,1,1,144897.56,0,0.115,0
TRD0000187,2025-01-19,2025-01-21,2,CPTY0051,Walker LLC,CH,ISIN000130,ADR,0.468,INR,1,1,31073.31,0,0.004,0
TRD0000188,2026-02-05,2026-02-07,2,CPTY0039,"Romero, Gonzalez and Brooks",AU,ISIN000226,ADR,0.732,ZAR,1,1,133902.73,0,0.293,0
TRD0000189,2025-01-10,2025-01-11,1,CPTY0077,Yu Inc,ZA,ISIN000248,Corporate Bond,0.832,AUD,1,1,11439.4,0,0.2,0
TRD0000190,2026-04-15,2026-04-16,1,CPTY0047,"Martin, Rose and Obrien",BR,ISIN000039,Money Market,0.659,EUR,1,1,63477.94,0,0.061,0
TRD0000191,2025-11-09,2025-11-10,1,CPTY0037,"Baker, Mason and White",BR,ISIN000140,Corporate Bond,0.496,INR,1,1,96638.32,0,0.012,0
TRD0000192,2025-02-02,2025-02-03,1,CPTY0066,Williams PLC,EU,ISIN000009,ADR,0.487,INR,1,1,23227.84,0,0.45,0
TRD0000193,2026-02-16,2026-02-18,2,CPTY0025,Wilkerson-Day,CH,ISIN000082,ETF,0.954,ZAR,1,1,173674.53,0,0.173,0
TRD0000194,2026-02-26,2026-03-01,3,CPTY0046,Anderson Group,UK,ISIN000127,ETF,0.74,SGD,1,1,1672.25,0,0.271,0
TRD0000195,2025-08-10,2025-08-11,1,CPTY0034,"Dyer, Potter and Mack",AU,ISIN000063,Money Market,0.85,USD,1,0,13912920.67,1,0.321,1
TRD0000196,2025-07-13,2025-07-15,2,CPTY0036,Smith-Bowen,UK,ISIN000071,ADR,0.725,AUD,1,1,332940.91,1,0.163,1
TRD0000197,2025-10-31,2025-11-01,1,CPTY0029,"Snyder, Campos and Callahan",BR,ISIN000111,Corporate Bond,0.409,INR,1,1,353208.5,0,0.075,0
TRD0000198,2025-01-03,2025-01-04,1,CPTY0075,"Daniels, Adkins and Brown",JP,ISIN000174,ETF,0.805,AUD,1,1,7663.8,0,0.29,0
TRD0000199,2025-01-31,2025-02-01,1,CPTY0026,Baker and Sons,SG,ISIN000256,Money Market,0.693,AUD,1,1,12353.02,0,0.218,0
TRD0000200,2025-06-08,2025-06-09,1,CPTY0004,"Guzman, Hoffman and Baldwin",JP,ISIN000143,ETF,0.661,ZAR,1,1,9139.1,0,0.091,0
TRD0000201,2024-08-31,2024-09-03,3,CPTY0032,"Ferrell, Rice and Maddox",EU,ISIN000040,Money Market,0.661,CHF,1,1,217192.81,1,0.115,0
TRD0000202,2026-01-07,2026-01-09,2,CPTY0058,Lee-Davis,SG,ISIN000232,ADR,0.847,USD,1,0,127605.0,0,0.044,0
TRD0000203,2025-02-08,2025-02-10,2,CPTY0091,"Smith, Montoya and Evans",CH,ISIN000064,Corporate Bond,0.796,JPY,1,1,14715.83,0,0.182,1
TRD0000204,2024-12-31,2025-01-01,1,CPTY0080,"Sanchez, Wheeler and Harvey",IN,ISIN000005,Money Market,0.964,JPY,1,1,91529.52,0,0.058,0
TRD0000205,2025-01-29,2025-02-01,3,CPTY0101,"Patterson, Smith and Jones",IN,ISIN000013,Money Market,0.871,SGD,1,1,732.88,0,0.047,0
TRD0000206,2025-03-19,2025-03-21,2,CPTY0106,"Wright, Garcia and Deleon",CH,ISIN000022,Equity,0.845,BRL,1,1,229840.81,0,0.246,0
TRD0000207,2025-03-07,2025-03-08,1,CPTY0036,Smith-Bowen,UK,ISIN000066,Money Market,0.57,INR,1,1,14222.27,0,0.134,0
TRD0000208,2026-05-26,2026-05-29,3,CPTY0033,Frazier Inc,JP,ISIN000238,Equity,0.459,INR,1,1,351355.57,1,0.238,1
TRD0000209,2025-08-25,2025-08-27,2,CPTY0101,"Patterson, Smith and Jones",IN,ISIN000153,Equity,0.701,USD,1,0,885749.99,0,0.0,0
TRD0000210,2024-09-02,2024-09-03,1,CPTY0041,George Group,CH,ISIN000259,Money Market,0.592,CHF,1,1,96573.2,0,0.075,0
TRD0000211,2024-10-17,2024-10-18,1,CPTY0009,Abbott-Munoz,CH,ISIN000161,ETF,0.642,SGD,1,1,204539.69,0,0.046,0
TRD0000212,2024-10-27,2024-10-30,3,CPTY0080,"Sanchez, Wheeler and Harvey",IN,ISIN000207,Corporate Bond,0.501,JPY,1,1,158047.35,1,0.068,0
TRD0000213,2024-12-28,2024-12-29,1,CPTY0065,Morton-Chase,AU,ISIN000091,Corporate Bond,0.741,ZAR,1,1,6647.16,0,0.071,0
TRD0000214,2025-04-25,2025-04-26,1,CPTY0028,"Ross, Robinson and Bright",EU,ISIN000081,Money Market,0.694,INR,1,1,339573.52,0,0.206,0
TRD0000215,2025-12-23,2025-12-25,2,CPTY0001,Doyle Ltd,US,ISIN000043,Government Bond,0.555,BRL,0,1,154291.06,0,0.176,0
TRD0000216,2024-10-28,2024-10-29,1,CPTY0114,Torres-Pope,US,ISIN000027,Corporate Bond,0.862,SGD,0,1,13459.04,1,0.409,1
TRD0000217,2026-01-01,2026-01-04,3,CPTY0016,James Group,IN,ISIN000156,Money Market,0.39,BRL,1,1,1116.72,0,0.178,0
TRD0000218,2024-12-15,2024-12-16,1,CPTY0098,Williams-Cook,SG,ISIN000240,Money Market,0.808,AUD,1,1,1719.07,0,0.003,0
TRD0000219,2024-08-20,2024-08-23,3,CPTY0056,"Washington, Ryan and Cummings",US,ISIN000099,Corporate Bond,0.671,INR,0,1,1216.48,0,0.163,0
TRD0000220,2025-05-20,2025-05-21,1,CPTY0055,Jones-Young,UK,ISIN000263,ADR,0.489,CHF,1,1,463287.04,1,0.265,1
TRD0000221,2025-05-14,2025-05-15,1,CPTY0114,Torres-Pope,US,ISIN000172,ETF,0.753,JPY,0,1,21923.24,1,0.4,1
TRD0000222,2025-03-16,2025-03-17,1,CPTY0103,"Tran, Jordan and Williams",SG,ISIN000061,ADR,0.717,JPY,1,1,23115.07,1,0.063,1
TRD0000223,2025-08-27,2025-08-28,1,CPTY0085,Smith PLC,US,ISIN000151,ETF,0.658,EUR,0,1,77572.04,0,0.132,0
TRD0000224,2025-06-28,2025-07-01,3,CPTY0062,Wright and Sons,BR,ISIN000098,Equity,0.576,BRL,1,1,13395.47,0,0.232,0
TRD0000225,2025-05-20,2025-05-23,3,CPTY0052,Chapman and Sons,AU,ISIN000230,ETF,0.557,GBP,1,1,28459.99,0,0.107,0
TRD0000226,2024-08-19,2024-08-20,1,CPTY0000,"Rodriguez, Figueroa and Sanchez",UK,ISIN000149,Corporate Bond,0.72,JPY,1,1,4669.03,0,0.163,0
TRD0000227,2024-12-09,2024-12-12,3,CPTY0112,"Rodriguez, Brennan and Garrison",ZA,ISIN000102,Government Bond,0.564,INR,1,1,9220.85,0,0.276,0
TRD0000228,2026-04-09,2026-04-10,1,CPTY0062,Wright and Sons,BR,ISIN000251,Corporate Bond,0.907,ZAR,1,1,521860.71,0,0.131,1
TRD0000229,2025-05-24,2025-05-26,2,CPTY0091,"Smith, Montoya and Evans",CH,ISIN000212,Money Market,0.317,ZAR,1,1,163475.01,1,0.201,1
TRD0000230,2025-04-30,2025-05-01,1,CPTY0101,"Patterson, Smith and Jones",IN,ISIN000121,Equity,0.678,EUR,1,1,108882.82,0,0.053,0
TRD0000231,2026-06-04,2026-06-05,1,CPTY0045,Spence PLC,IN,ISIN000035,Corporate Bond,0.667,CHF,1,1,41235.77,0,0.138,0
TRD0000232,2026-02-19,2026-02-20,1,CPTY0000,"Rodriguez, Figueroa and Sanchez",UK,ISIN000168,ETF,0.833,AUD,1,1,140456.7,0,0.083,0
TRD0000233,2025-09-28,2025-09-29,1,CPTY0034,"Dyer, Potter and Mack",AU,ISIN000136,ADR,0.759,CHF,1,1,1491923.16,0,0.332,0
TRD0000234,2025-12-24,2025-12-25,1,CPTY0048,Hickman Ltd,UK,ISIN000260,ADR,0.826,BRL,1,1,137164.74,0,0.14,0
TRD0000235,2024-07-17,2024-07-18,1,CPTY0079,"Hensley, Powell and David",SG,ISIN000164,Corporate Bond,0.817,CHF,1,1,344454.34,1,0.0,0
TRD0000236,2026-04-28,2026-04-29,1,CPTY0007,"Henderson, Ramirez and Lewis",IN,ISIN000278,Corporate Bond,0.715,USD,1,0,9082.5,0,0.194,0
TRD0000237,2026-05-17,2026-05-19,2,CPTY0007,"Henderson, Ramirez and Lewis",IN,ISIN000228,Corporate Bond,0.888,CHF,1,1,118543.8,0,0.19,0
TRD0000238,2026-02-16,2026-02-19,3,CPTY0086,"Ferrell, Jones and Lewis",AU,ISIN000068,ETF,0.348,GBP,1,1,353642.81,0,0.152,0
TRD0000239,2025-09-22,2025-09-25,3,CPTY0072,Henderson-Bernard,CH,ISIN000276,Government Bond,0.615,INR,1,1,496037.16,0,0.136,0
TRD0000240,2025-04-23,2025-04-24,1,CPTY0041,George Group,CH,ISIN000291,ETF,0.401,USD,1,0,127335.11,0,0.102,0
TRD0000241,2025-07-07,2025-07-09,2,CPTY0087,Anderson-Bailey,BR,ISIN000032,ADR,0.872,CHF,1,1,76394.8,0,0.134,0
TRD0000242,2024-07-06,2024-07-08,2,CPTY0094,Campbell-Clark,ZA,ISIN000005,Money Market,0.964,INR,1,1,62996.66,0,0.456,0
TRD0000243,2025-04-01,2025-04-03,2,CPTY0020,Gray-Mayo,JP,ISIN000217,ETF,0.746,AUD,1,1,60853.91,0,0.273,0
TRD0000244,2025-02-18,2025-02-19,1,CPTY0042,Rodriguez LLC,SG,ISIN000164,Corporate Bond,0.817,USD,1,0,236016.18,0,0.0,0
TRD0000245,2026-02-07,2026-02-08,1,CPTY0095,Harris-Walters,BR,ISIN000170,ETF,0.808,INR,1,1,24777.26,0,0.157,0
TRD0000246,2025-04-30,2025-05-01,1,CPTY0061,Powell LLC,UK,ISIN000018,Government Bond,0.337,EUR,1,1,37514.74,0,0.055,0
TRD0000247,2026-04-25,2026-04-27,2,CPTY0019,"Reid, Ferguson and Sanchez",IN,ISIN000038,Corporate Bond,0.771,INR,1,1,171241.49,0,0.079,0
TRD0000248,2026-05-25,2026-05-26,1,CPTY0044,"Arroyo, Miller and Tucker",ZA,ISIN000272,ADR,0.793,ZAR,1,1,651209.17,0,0.159,0
TRD0000249,2026-04-12,2026-04-15,3,CPTY0081,Sandoval-Cunningham,JP,ISIN000155,ADR,0.649,USD,1,0,9775.07,0,0.269,0
TRD0000250,2025-05-23,2025-05-24,1,CPTY0056,"Washington, Ryan and Cummings",US,ISIN000250,Equity,0.609,GBP,0,1,66009.35,0,0.176,0
TRD0000251,2025-08-24,2025-08-26,2,CPTY0027,"Hoffman, Baker and Richards",US,ISIN000242,Equity,0.663,CHF,0,1,88879.27,0,0.118,0
TRD0000252,2026-02-02,2026-02-03,1,CPTY0099,Walsh LLC,EU,ISIN000108,ETF,0.663,JPY,1,1,10963.56,0,0.096,0
TRD0000253,2026-01-23,2026-01-24,1,CPTY0059,Gomez-Jenkins,UK,ISIN000036,Corporate Bond,0.589,BRL,1,1,78235.95,0,0.139,0
TRD0000254,2025-08-30,2025-09-01,2,CPTY0109,Johnson-Doyle,JP,ISIN000256,Money Market,0.693,ZAR,1,1,30538.1,0,0.0,0
TRD0000255,2026-03-15,2026-03-17,2,CPTY0051,Walker LLC,CH,ISIN000024,ADR,0.861,ZAR,1,1,270231.44,0,0.069,0
TRD0000256,2025-10-13,2025-10-14,1,CPTY0020,Gray-Mayo,JP,ISIN000124,Government Bond,0.891,BRL,1,1,12825.98,0,0.193,0
TRD0000257,2026-05-30,2026-06-01,2,CPTY0063,"West, Henderson and Ramirez",SG,ISIN000032,ADR,0.872,INR,1,1,7189.39,0,0.151,0
TRD0000258,2024-12-20,2024-12-22,2,CPTY0022,Perez Inc,BR,ISIN000025,Government Bond,0.659,CHF,1,1,517803.67,0,0.28,0
TRD0000259,2025-07-16,2025-07-18,2,CPTY0076,"Woods, Calhoun and Schmidt",EU,ISIN000042,Money Market,0.632,SGD,1,1,61593.17,0,0.225,1
TRD0000260,2024-12-19,2024-12-20,1,CPTY0012,Arnold Ltd,US,ISIN000086,Equity,0.705,ZAR,0,1,2439.11,0,0.134,0
TRD0000261,2025-01-29,2025-01-31,2,CPTY0110,Patton-Jenkins,EU,ISIN000224,Corporate Bond,0.513,USD,1,0,25076.62,0,0.065,0
TRD0000262,2025-06-05,2025-06-07,2,CPTY0115,Walker Ltd,UK,ISIN000112,ADR,0.715,EUR,1,1,20370.52,0,0.053,0
TRD0000263,2025-07-14,2025-07-15,1,CPTY0067,Novak and Sons,AU,ISIN000244,Money Market,0.416,JPY,1,1,151558.24,0,0.224,0
TRD0000264,2024-07-24,2024-07-25,1,CPTY0088,Suarez LLC,SG,ISIN000180,ETF,0.947,EUR,1,1,23292.91,0,0.097,0
TRD0000265,2025-04-30,2025-05-01,1,CPTY0038,Harrell LLC,UK,ISIN000279,ADR,0.64,JPY,1,1,69851.98,0,0.198,0
TRD0000266,2025-03-20,2025-03-21,1,CPTY0106,"Wright, Garcia and Deleon",CH,ISIN000113,Money Market,0.795,BRL,1,1,40431.08,0,0.133,0
TRD0000267,2025-12-03,2025-12-04,1,CPTY0009,Abbott-Munoz,CH,ISIN000039,Money Market,0.659,GBP,1,1,923824.23,0,0.021,0
TRD0000268,2025-12-11,2025-12-12,1,CPTY0084,"Evans, Stewart and Walton",JP,ISIN000241,Money Market,0.797,SGD,1,1,140661.36,0,0.116,0
TRD0000269,2026-03-13,2026-03-15,2,CPTY0086,"Ferrell, Jones and Lewis",AU,ISIN000076,ETF,0.709,ZAR,1,1,62385.29,1,0.168,0
TRD0000270,2025-05-12,2025-05-14,2,CPTY0079,"Hensley, Powell and David",SG,ISIN000207,Corporate Bond,0.501,CHF,1,1,3703.41,0,0.112,0
TRD0000271,2026-01-15,2026-01-16,1,CPTY0058,Lee-Davis,SG,ISIN000097,ADR,0.832,JPY,1,1,19381.64,0,0.0,0
TRD0000272,2024-11-07,2024-11-08,1,CPTY0096,Wagner-King,ZA,ISIN000200,Money Market,0.562,CHF,1,1,9327.0,0,0.078,0
TRD0000273,2026-04-15,2026-04-18,3,CPTY0052,Chapman and Sons,AU,ISIN000008,Equity,0.539,INR,1,1,19292.46,0,0.149,0
TRD0000274,2025-06-30,2025-07-01,1,CPTY0035,Rodriguez-Graham,UK,ISIN000235,ETF,0.804,JPY,1,1,177066.21,0,0.248,0
TRD0000275,2026-06-16,2026-06-17,1,CPTY0102,"Mckee, Gardner and Davenport",IN,ISIN000112,ADR,0.715,ZAR,1,1,64987.14,0,0.222,1
TRD0000276,2024-10-09,2024-10-12,3,CPTY0037,"Baker, Mason and White",BR,ISIN000237,Equity,0.922,JPY,1,1,244639.19,0,0.0,0
TRD0000277,2025-10-28,2025-10-30,2,CPTY0026,Baker and Sons,SG,ISIN000190,ADR,0.755,EUR,1,1,796705.65,0,0.129,0
TRD0000278,2025-08-20,2025-08-22,2,CPTY0109,Johnson-Doyle,JP,ISIN000216,Equity,0.458,JPY,1,1,60846.47,0,0.015,0
TRD0000279,2024-07-22,2024-07-25,3,CPTY0014,Williams and Sons,JP,ISIN000267,Equity,0.87,GBP,1,1,11131.48,0,0.263,0
TRD0000280,2026-06-06,2026-06-07,1,CPTY0117,Rasmussen LLC,EU,ISIN000134,Equity,0.631,GBP,1,1,18002.0,0,0.29,0
TRD0000281,2025-05-04,2025-05-05,1,CPTY0099,Walsh LLC,EU,ISIN000271,Equity,0.467,USD,1,0,391965.83,0,0.116,0
TRD0000282,2025-10-04,2025-10-05,1,CPTY0047,"Martin, Rose and Obrien",BR,ISIN000064,Corporate Bond,0.796,CHF,1,1,2215.08,0,0.152,0
TRD0000283,2025-09-13,2025-09-15,2,CPTY0100,Figueroa PLC,JP,ISIN000060,Corporate Bond,0.841,ZAR,1,1,30250.96,0,0.203,0
TRD0000284,2025-11-28,2025-11-29,1,CPTY0061,Powell LLC,UK,ISIN000225,ADR,0.33,INR,1,1,1841989.72,0,0.025,0
TRD0000285,2024-07-23,2024-07-24,1,CPTY0094,Campbell-Clark,ZA,ISIN000072,ADR,0.694,INR,1,1,26801.51,0,0.367,0
TRD0000286,2024-09-05,2024-09-08,3,CPTY0057,"Johnston, Sanchez and Kennedy",JP,ISIN000120,Equity,0.656,CHF,1,1,103402.59,0,0.099,0
TRD0000287,2025-11-13,2025-11-16,3,CPTY0030,Burton Ltd,AU,ISIN000241,Money Market,0.797,SGD,1,1,3258239.73,0,0.178,0
TRD0000288,2025-05-30,2025-05-31,1,CPTY0085,Smith PLC,US,ISIN000119,Corporate Bond,0.612,BRL,0,1,808041.86,0,0.161,0
TRD0000289,2024-10-15,2024-10-17,2,CPTY0020,Gray-Mayo,JP,ISIN000040,Money Market,0.661,INR,1,1,124346.68,1,0.199,1
TRD0000290,2026-05-06,2026-05-08,2,CPTY0064,Baxter Inc,ZA,ISIN000269,Government Bond,0.73,EUR,1,1,117991.97,0,0.243,0
TRD0000291,2025-06-25,2025-06-27,2,CPTY0088,Suarez LLC,SG,ISIN000185,Equity,0.843,USD,1,0,31124.7,0,0.124,0
TRD0000292,2024-11-20,2024-11-22,2,CPTY0094,Campbell-Clark,ZA,ISIN000113,Money Market,0.795,AUD,1,1,100968.01,0,0.347,0
TRD0000293,2024-08-10,2024-08-12,2,CPTY0047,"Martin, Rose and Obrien",BR,ISIN000278,Corporate Bond,0.715,CHF,1,1,18543.75,0,0.038,0
TRD0000294,2025-01-20,2025-01-21,1,CPTY0088,Suarez LLC,SG,ISIN000291,ETF,0.401,EUR,1,1,163085.9,0,0.071,0
TRD0000295,2025-04-22,2025-04-23,1,CPTY0008,Garcia-James,UK,ISIN000241,Money Market,0.797,ZAR,1,1,14937.44,0,0.154,0
TRD0000296,2025-03-13,2025-03-15,2,CPTY0044,"Arroyo, Miller and Tucker",ZA,ISIN000114,Money Market,0.872,USD,1,0,406981.14,1,0.259,0
TRD0000297,2024-12-13,2024-12-16,3,CPTY0009,Abbott-Munoz,CH,ISIN000141,Corporate Bond,0.529,CHF,1,1,39566.35,0,0.095,0
TRD0000298,2025-06-20,2025-06-22,2,CPTY0118,May-Ross,BR,ISIN000253,Government Bond,0.662,USD,1,0,115829.45,0,0.137,0
TRD0000299,2025-03-12,2025-03-13,1,CPTY0115,Walker Ltd,UK,ISIN000226,ADR,0.732,INR,1,1,34848.63,0,0.083,0
TRD0000300,2025-03-21,2025-03-23,2,CPTY0044,"Arroyo, Miller and Tucker",ZA,ISIN000039,Money Market,0.659,INR,1,1,28589.62,0,0.181,0
TRD0000301,2026-02-13,2026-02-14,1,CPTY0108,Hancock and Sons,AU,ISIN000120,Equity,0.656,GBP,1,1,23948.82,0,0.116,0
TRD0000302,2026-05-16,2026-05-18,2,CPTY0038,Harrell LLC,UK,ISIN000197,Money Market,0.737,SGD,1,1,2069.05,0,0.138,0
TRD0000303,2025-04-22,2025-04-25,3,CPTY0109,Johnson-Doyle,JP,ISIN000069,Corporate Bond,0.712,INR,1,1,278952.03,0,0.0,0
TRD0000304,2025-02-03,2025-02-04,1,CPTY0119,"Rivera, Johnson and Wiley",CH,ISIN000208,ETF,0.76,INR,1,1,9809.85,0,0.268,1
TRD0000305,2026-02-06,2026-02-07,1,CPTY0033,Frazier Inc,JP,ISIN000172,ETF,0.753,SGD,1,1,15349.42,0,0.179,0
TRD0000306,2026-04-09,2026-04-10,1,CPTY0030,Burton Ltd,AU,ISIN000066,Money Market,0.57,AUD,1,1,6737828.84,0,0.098,1
TRD0000307,2025-05-25,2025-05-28,3,CPTY0076,"Woods, Calhoun and Schmidt",EU,ISIN000025,Government Bond,0.659,EUR,1,1,7159.64,1,0.176,1
TRD0000308,2025-01-13,2025-01-14,1,CPTY0080,"Sanchez, Wheeler and Harvey",IN,ISIN000177,Money Market,0.444,AUD,1,1,62243.7,0,0.012,0
TRD0000309,2026-04-11,2026-04-13,2,CPTY0001,Doyle Ltd,US,ISIN000192,Equity,0.767,INR,0,1,8645.03,0,0.075,0
TRD0000310,2024-09-03,2024-09-04,1,CPTY0056,"Washington, Ryan and Cummings",US,ISIN000095,Equity,0.763,SGD,0,1,184480.9,1,0.234,1
TRD0000311,2025-07-02,2025-07-04,2,CPTY0019,"Reid, Ferguson and Sanchez",IN,ISIN000118,ETF,0.663,USD,1,0,36254.53,0,0.186,0
TRD0000312,2024-07-17,2024-07-19,2,CPTY0007,"Henderson, Ramirez and Lewis",IN,ISIN000026,Money Market,0.941,EUR,1,1,35238.23,0,0.237,0
TRD0000313,2026-02-03,2026-02-04,1,CPTY0019,"Reid, Ferguson and Sanchez",IN,ISIN000215,Money Market,0.856,CHF,1,1,585082.27,0,0.243,0
TRD0000314,2025-08-24,2025-08-25,1,CPTY0106,"Wright, Garcia and Deleon",CH,ISIN000088,Equity,0.801,EUR,1,1,182521.36,0,0.153,0
TRD0000315,2024-08-11,2024-08-13,2,CPTY0069,Hancock Inc,JP,ISIN000237,Equity,0.922,BRL,1,1,292732.08,0,0.096,0
TRD0000316,2025-03-30,2025-03-31,1,CPTY0119,"Rivera, Johnson and Wiley",CH,ISIN000066,Money Market,0.57,BRL,1,1,13404.34,0,0.245,0
TRD0000317,2024-12-23,2024-12-25,2,CPTY0018,"Adams, Zuniga and Wong",US,ISIN000072,ADR,0.694,SGD,0,1,83048.18,0,0.056,0
TRD0000318,2025-11-18,2025-11-19,1,CPTY0116,Ross LLC,EU,ISIN000285,Money Market,0.869,JPY,1,1,1570.69,0,0.349,0
TRD0000319,2024-08-24,2024-08-26,2,CPTY0074,Novak PLC,IN,ISIN000119,Corporate Bond,0.612,AUD,1,1,279742.68,0,0.115,0
TRD0000320,2026-02-28,2026-03-02,2,CPTY0065,Morton-Chase,AU,ISIN000123,ETF,0.479,INR,1,1,12804.12,0,0.072,0
TRD0000321,2025-11-20,2025-11-23,3,CPTY0051,Walker LLC,CH,ISIN000079,Government Bond,0.749,INR,1,1,43881.42,0,0.119,0
TRD0000322,2024-08-02,2024-08-03,1,CPTY0020,Gray-Mayo,JP,ISIN000242,Equity,0.663,JPY,1,1,89526.01,0,0.259,0
TRD0000323,2026-02-07,2026-02-08,1,CPTY0076,"Woods, Calhoun and Schmidt",EU,ISIN000209,Equity,0.328,BRL,1,1,34292.11,0,0.205,0
TRD0000324,2024-07-26,2024-07-27,1,CPTY0040,Ryan PLC,AU,ISIN000024,ADR,0.861,CHF,1,1,391124.13,0,0.307,0
TRD0000325,2025-01-10,2025-01-12,2,CPTY0063,"West, Henderson and Ramirez",SG,ISIN000214,Equity,0.859,INR,1,1,286463.25,0,0.123,0
TRD0000326,2024-12-03,2024-12-04,1,CPTY0066,Williams PLC,EU,ISIN000102,Government Bond,0.564,USD,1,0,261458.47,1,0.324,1
TRD0000327,2026-04-14,2026-04-17,3,CPTY0101,"Patterson, Smith and Jones",IN,ISIN000005,Money Market,0.964,ZAR,1,1,73233.52,0,0.083,0
TRD0000328,2024-07-17,2024-07-18,1,CPTY0056,"Washington, Ryan and Cummings",US,ISIN000191,Government Bond,0.761,GBP,0,1,141828.89,0,0.266,0
TRD0000329,2025-10-27,2025-10-28,1,CPTY0061,Powell LLC,UK,ISIN000034,Money Market,0.644,BRL,1,1,4170.84,0,0.083,1
TRD0000330,2024-10-28,2024-10-29,1,CPTY0090,"Turner, Riggs and Roman",JP,ISIN000143,ETF,0.661,BRL,1,1,41457.52,0,0.089,0
TRD0000331,2025-01-03,2025-01-05,2,CPTY0108,Hancock and Sons,AU,ISIN000229,Government Bond,0.395,EUR,1,1,870700.02,0,0.125,0
TRD0000332,2024-10-08,2024-10-09,1,CPTY0096,Wagner-King,ZA,ISIN000127,ETF,0.74,EUR,1,1,267459.52,0,0.092,0
TRD0000333,2025-07-04,2025-07-06,2,CPTY0078,Jones Inc,BR,ISIN000118,ETF,0.663,EUR,1,1,44371.53,0,0.042,0
TRD0000334,2025-12-03,2025-12-06,3,CPTY0029,"Snyder, Campos and Callahan",BR,ISIN000169,Equity,0.724,GBP,1,1,33003.54,0,0.246,0
TRD0000335,2024-09-28,2024-09-30,2,CPTY0080,"Sanchez, Wheeler and Harvey",IN,ISIN000020,Corporate Bond,0.861,CHF,1,1,6178.27,0,0.04,0
TRD0000336,2025-09-13,2025-09-15,2,CPTY0066,Williams PLC,EU,ISIN000143,ETF,0.661,CHF,1,1,37328.43,0,0.358,1
TRD0000337,2024-12-18,2024-12-20,2,CPTY0110,Patton-Jenkins,EU,ISIN000281,Corporate Bond,0.785,INR,1,1,6759.92,0,0.099,0
TRD0000338,2025-06-28,2025-06-30,2,CPTY0075,"Daniels, Adkins and Brown",JP,ISIN000284,Government Bond,0.759,JPY,1,1,13627.6,0,0.28,0
TRD0000339,2025-12-27,2025-12-29,2,CPTY0096,Wagner-King,ZA,ISIN000132,ADR,0.921,BRL,1,1,47134.15,0,0.052,0
